Lead_ID,Client_Name,Client_Company,Industry,Region,Product_Interest,Lead_Source,Touchpoint_Sequence,Converted
L007429,Ahmed Tanaka,Infin_Tech,Aerospace,,,,"['Application_Engineer_Call', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'Opportunity', 'DesignCon_Booth_Visit', 'Customer']",1
L007430,,,,APAC,PathWave Software,Event,['No_Conversion'],0
L007431,,Tesla Energy,Semiconductor,APAC,PathWave Software,Sales Outreach,"['Opportunity', 'Whitepaper_Download_5G_Test', 'LinkedIn_Ad_Click', 'Technical_Demo', 'PathWave_Trial_Request', 'SQL', 'Lab_Integration_Discussion', 'No_Conversion']",0
L007432,Hiroshi Chen,Infineon GmbH,Aerospace,,,,"['MQL', 'Technical_Demo', 'Keysight_University_Course', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L007433,Priya Tanaka,,Semiconductor,North America,Oscilloscopes,Sales Outreach,"['Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'Customer']",1
L007434,,Tesla_Tech,Electronics,North America,,Event,"['Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L007435,Daniel Ito,,Aerospace,LATAM,Automotive Ethernet,Website,"['Whitepaper_Download_5G_Test', 'LinkedIn_Ad_Click', 'Customer']",1
L007436,Sofia Ito,Meta Connectivity Labs,Telecom,APAC,,Email Campaign,"['Technical_Demo', 'Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'Technical_Demo', 'Customer']",1
L007437,Hiroshi Singh,,Aerospace,,Automotive Ethernet,Webinar,"['Oscilloscope_Selector_Tool', 'Whitepaper_Download_5G_Test', 'Keysight_University_Course', 'Opportunity', 'Loaner_Unit_Evaluation', 'PathWave_Trial_Request', 'MQL', 'Oscilloscope_Selector_Tool', 'Customer']",1
L007438,Ravi Williams,Tesla_Tech,Aerospace,Europe,5G Testbeds,Event,"['Keysight_Workshop_RF_Testing', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L007439,Chen Ito,Broadcom GmbH,Automotive,LATAM,PathWave Software,Event,"['DesignCon_Booth_Visit', 'Technical_Demo', 'SQL', 'SQL', 'Lab_Integration_Discussion', 'SQL', 'Opportunity', 'Website_Product_Page', 'Website_Product_Page', 'Opportunity', 'No_Conversion']",0
L007440,Daniel Lee,,Automotive,APAC,,Email Campaign,['No_Conversion'],0
L007441,Kenji Martinez,Samsung Electronics,Telecom,,5G Testbeds,LinkedIn,"['MQL', 'DesignCon_Booth_Visit', 'DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'Customer']",1
L007442,Sarah Johnson,Raytheon,Telecom,Europe,5G Testbeds,Webinar,"['SQL', 'LinkedIn_Ad_Click', 'Opportunity', 'Whitepaper_Download_5G_Test', 'Keysight_Workshop_RF_Testing', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L007443,Priya Martinez,Samsu_Tech,Semiconductor,Europe,Oscilloscopes,Sales Outreach,"['Technical_Demo', 'No_Conversion']",0
L007444,Ahmed Martinez,,Electronics,Europe,,Webinar,"['PathWave_Trial_Request', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L007445,Chen Williams,Bosch_Tech,,Europe,Automotive Ethernet,Email Campaign,"['Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'Technical_Demo', 'Keysight_University_Course', 'Customer']",1
L007446,Daniel Tanaka,MetaC_Tech,,Europe,,Website,"['Opportunity', 'SQL', 'AutoSens_Tech_Talk', 'Opportunity', 'No_Conversion']",0
L007447,Daniel Patel,Sony,,North America,Automotive Ethernet,Webinar,"['MQL', 'Technical_Demo', 'Technical_Demo', 'Keysight_University_Course', 'Technical_Demo', 'LinkedIn_Ad_Click', 'Loaner_Unit_Evaluation', 'Loaner_Unit_Evaluation', 'PathWave_Trial_Request', 'Customer']",1
L007448,Ravi Chen,Raytheon GmbH,Aerospace,LATAM,Automotive Ethernet,Website,"['Keysight_University_Course', 'SQL', 'MQL', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'SQL', 'Customer']",1
L007449,Ravi Johnson,MetaC_Tech,Telecom,LATAM,Oscilloscopes,Email Campaign,"['Keysight_Workshop_RF_Testing', 'Technical_Demo', 'MQL', 'Technical_Demo', 'No_Conversion']",0
L007450,Daniel Patel,Qualcomm,,North America,,LinkedIn,"['Opportunity', 'AutoSens_Tech_Talk', 'Oscilloscope_Selector_Tool', 'Customer']",1
L007451,Laura Patel,Broadcom,,LATAM,,LinkedIn,"['Keysight_University_Course', 'DesignCon_Booth_Visit', 'PathWave_Trial_Request', 'SQL', 'Customer']",1
L007452,Sofia Garcia,Qualcomm GmbH,Automotive,APAC,Oscilloscopes,Event,"['AutoSens_Tech_Talk', 'LinkedIn_Ad_Click', 'PathWave_Trial_Request', 'Customer']",1
L007453,,Infineon,Telecom,LATAM,,Website,"['AutoSens_Tech_Talk', 'Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'PathWave_Trial_Request', 'IMS_Badge_Scan', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'MQL', 'MQL', 'Website_Product_Page', 'Customer']",1
L007454,Sofia Tanaka,Qualcomm GmbH,Telecom,APAC,,Webinar,"['LinkedIn_Ad_Click', 'Keysight_University_Course', 'Whitepaper_Download_5G_Test', 'AutoSens_Tech_Talk', 'Website_Product_Page', 'Customer']",1
L007455,Michael Tanaka,Samsu_Tech,,APAC,,Webinar,"['PathWave_Trial_Request', 'Website_Product_Page', 'Application_Engineer_Call', 'Customer']",1
L007456,Priya Tanaka,Qualcomm,Electronics,,,Webinar,"['IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'SQL', 'No_Conversion']",0
L007457,Hiroshi Khan,NXPSe_Tech,,Europe,Oscilloscopes,Sales Outreach,"['LinkedIn_Ad_Click', 'Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'SQL', 'Customer']",1
L007458,Maria Lee,Infin_Tech,Semiconductor,North America,,Sales Outreach,"['MQL', 'Oscilloscope_Selector_Tool', 'Customer']",1
L007459,Maria Patel,,Aerospace,LATAM,5G Testbeds,Sales Outreach,"['Oscilloscope_Selector_Tool', 'Customer']",1
L007460,Chen Martinez,Meta Connectivity Labs GmbH,,,5G Testbeds,Event,"['Keysight_University_Course', 'DesignCon_Booth_Visit', 'SQL', 'MQL', 'Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'Website_Product_Page', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Customer']",1
L007461,Sofia Martinez,Bosch_Tech,Telecom,,Oscilloscopes,Sales Outreach,"['DesignCon_Booth_Visit', 'AutoSens_Tech_Talk', 'Technical_Demo', 'MQL', 'Whitepaper_Download_5G_Test', 'Customer']",1
L007462,Ravi Ito,,,APAC,PathWave Software,Email Campaign,"['Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'No_Conversion']",0
L007463,Maria Williams,Sony GmbH,Aerospace,LATAM,,Webinar,"['SQL', 'Opportunity', 'Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L007464,Ahmed Ito,Broadcom,,LATAM,,,"['DesignCon_Booth_Visit', 'AutoSens_Tech_Talk', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L007465,Ravi Chen,,Aerospace,North America,Oscilloscopes,,"['Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'Keysight_University_Course', 'Lab_Integration_Discussion', 'Lab_Integration_Discussion', 'Website_Product_Page', 'Lab_Integration_Discussion', 'Oscilloscope_Selector_Tool', 'MQL', 'No_Conversion']",0
L007466,,Infin_Tech,Aerospace,APAC,5G Testbeds,Event,"['Lab_Integration_Discussion', 'Whitepaper_Download_5G_Test', 'AutoSens_Tech_Talk', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'No_Conversion']",0
L007467,Sofia Williams,Qualcomm GmbH,,North America,,Sales Outreach,"['MQL', 'IMS_Badge_Scan', 'LinkedIn_Ad_Click', 'Customer']",1
L007468,Sofia Ito,Raytheon,Electronics,APAC,Automotive Ethernet,Sales Outreach,['No_Conversion'],0
L007469,Priya Tanaka,Infineon,,LATAM,5G Testbeds,Website,"['Oscilloscope_Selector_Tool', 'AutoSens_Tech_Talk', 'Lab_Integration_Discussion', 'Customer']",1
L007470,Kenji Martinez,Samsu_Tech,Semiconductor,,PathWave Software,,['No_Conversion'],0
L007471,Maria Anders,Sony,Automotive,,,Email Campaign,"['Lab_Integration_Discussion', 'Keysight_Workshop_RF_Testing', 'Keysight_University_Course', 'Website_Product_Page', 'Application_Engineer_Call', 'Keysight_University_Course', 'Customer']",1
L007472,Chen Chen,Tesla Energy GmbH,Telecom,,,Event,"['Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'DesignCon_Booth_Visit', 'Customer']",1
L007473,Kenji Johnson,Broadcom,Automotive,APAC,Automotive Ethernet,LinkedIn,"['Technical_Demo', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L007474,Michael Lee,,Electronics,,PathWave Software,Event,"['PathWave_Trial_Request', 'Whitepaper_Download_5G_Test', 'Keysight_University_Course', 'SQL', 'SQL', 'Keysight_University_Course', 'PathWave_Trial_Request', 'Lab_Integration_Discussion', 'No_Conversion']",0
L007475,,Sony GmbH,Electronics,,,Website,"['Technical_Demo', 'Whitepaper_Download_5G_Test', 'LinkedIn_Ad_Click', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'Website_Product_Page', 'No_Conversion']",0
L007476,Michael Garcia,Tesla_Tech,,North America,PathWave Software,Email Campaign,"['LinkedIn_Ad_Click', 'AutoSens_Tech_Talk', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'Keysight_University_Course', 'Customer']",1
L007477,Maria Anders,Infin_Tech,Electronics,North America,,Sales Outreach,"['Keysight_University_Course', 'Application_Engineer_Call', 'Website_Product_Page', 'Keysight_University_Course', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L007478,,NXPSe_Tech,,Europe,PathWave Software,,"['Keysight_Workshop_RF_Testing', 'IMS_Badge_Scan', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'Application_Engineer_Call', 'MQL', 'No_Conversion']",0
L007479,Priya Ito,NXPSe_Tech,Electronics,Europe,PathWave Software,Webinar,"['Application_Engineer_Call', 'Keysight_University_Course', 'Customer']",1
L007480,Laura Johnson,Rayth_Tech,Telecom,Europe,,Email Campaign,"['Technical_Demo', 'Loaner_Unit_Evaluation', 'SQL', 'Opportunity', 'No_Conversion']",0
L007481,Daniel Khan,Samsung Electronics,Telecom,,Oscilloscopes,Webinar,"['DesignCon_Booth_Visit', 'SQL', 'MQL', 'Oscilloscope_Selector_Tool', 'Customer']",1
L007482,Sarah Anders,Tesla Energy,,North America,Oscilloscopes,Email Campaign,['Customer'],1
L007483,Sarah Lee,Qualc_Tech,,,PathWave Software,Sales Outreach,"['Lab_Integration_Discussion', 'Opportunity', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'Opportunity', 'IMS_Badge_Scan', 'IMS_Badge_Scan', 'Website_Product_Page', 'Technical_Demo', 'Customer']",1
L007484,Daniel Garcia,Tesla Energy GmbH,,LATAM,,LinkedIn,"['PathWave_Trial_Request', 'Whitepaper_Download_5G_Test', 'Technical_Demo', 'Loaner_Unit_Evaluation', 'PathWave_Trial_Request', 'DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L007485,Michael Tanaka,Bosch,,Europe,,,"['Opportunity', 'Keysight_University_Course', 'No_Conversion']",0
L007486,Chen Patel,Qualcomm,Semiconductor,Europe,Automotive Ethernet,Event,"['Application_Engineer_Call', 'Oscilloscope_Selector_Tool', 'DesignCon_Booth_Visit', 'SQL', 'Customer']",1
L007487,Ahmed Williams,Infin_Tech,Automotive,Europe,5G Testbeds,Event,"['Keysight_Workshop_RF_Testing', 'Technical_Demo', 'No_Conversion']",0
L007488,Daniel Ito,Tesla Energy GmbH,,APAC,Automotive Ethernet,Event,['No_Conversion'],0
L007489,Kenji Khan,Infineon,Aerospace,North America,,Webinar,"['MQL', 'Customer']",1
L007490,Chen Martinez,Samsung Electronics,Telecom,,,Webinar,"['Application_Engineer_Call', 'MQL', 'SQL', 'Keysight_University_Course', 'MQL', 'PathWave_Trial_Request', 'AutoSens_Tech_Talk', 'SQL', 'Opportunity', 'Technical_Demo', 'No_Conversion']",0
L007491,Hiroshi Khan,,Telecom,Europe,,Website,"['AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'Keysight_University_Course', 'Website_Product_Page', 'LinkedIn_Ad_Click', 'Customer']",1
L007492,,,Telecom,,5G Testbeds,Website,"['Whitepaper_Download_5G_Test', 'MQL', 'Lab_Integration_Discussion', 'Opportunity', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L007493,Ahmed Ito,Broadcom,,Europe,,Event,"['IMS_Badge_Scan', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L007494,Sarah Garcia,Infineon GmbH,Automotive,,,Email Campaign,"['Application_Engineer_Call', 'Keysight_Workshop_RF_Testing', 'Loaner_Unit_Evaluation', 'Customer']",1
L007495,Maria Patel,,,Europe,,LinkedIn,"['Technical_Demo', 'LinkedIn_Ad_Click', 'Keysight_University_Course', 'No_Conversion']",0
L007496,Sarah Singh,Raytheon GmbH,Automotive,North America,Automotive Ethernet,Event,"['PathWave_Trial_Request', 'Keysight_Workshop_RF_Testing', 'LinkedIn_Ad_Click', 'Application_Engineer_Call', 'AutoSens_Tech_Talk', 'Customer']",1
L007497,,Tesla Energy GmbH,Telecom,Europe,,LinkedIn,"['AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'MQL', 'IMS_Badge_Scan', 'IMS_Badge_Scan', 'Loaner_Unit_Evaluation', 'Customer']",1
L007498,Sofia Tanaka,,Aerospace,LATAM,PathWave Software,Email Campaign,"['MQL', 'No_Conversion']",0
L007499,Ahmed Ito,Tesla Energy GmbH,,LATAM,,Sales Outreach,['Customer'],1
L007500,Ahmed Anders,Broadcom GmbH,Aerospace,North America,,Event,"['Oscilloscope_Selector_Tool', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L007501,Daniel Chen,Infin_Tech,,APAC,Oscilloscopes,Email Campaign,"['IMS_Badge_Scan', 'IMS_Badge_Scan', 'Oscilloscope_Selector_Tool', 'Customer']",1
L007502,Sofia Martinez,Broadcom,,Europe,,LinkedIn,"['Oscilloscope_Selector_Tool', 'Oscilloscope_Selector_Tool', 'Loaner_Unit_Evaluation', 'IMS_Badge_Scan', 'No_Conversion']",0
L007503,Kenji Johnson,Infin_Tech,Semiconductor,Europe,5G Testbeds,LinkedIn,"['LinkedIn_Ad_Click', 'Oscilloscope_Selector_Tool', 'Opportunity', 'PathWave_Trial_Request', 'DesignCon_Booth_Visit', 'Customer']",1
L007504,Ahmed Tanaka,Tesla Energy GmbH,,Europe,,Sales Outreach,"['Application_Engineer_Call', 'AutoSens_Tech_Talk', 'Keysight_University_Course', 'Website_Product_Page', 'No_Conversion']",0
L007505,,,Electronics,,5G Testbeds,Website,"['SQL', 'Opportunity', 'DesignCon_Booth_Visit', 'PathWave_Trial_Request', 'Keysight_University_Course', 'IMS_Badge_Scan', 'Lab_Integration_Discussion', 'Loaner_Unit_Evaluation', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L007506,Hiroshi Patel,,Aerospace,APAC,,Email Campaign,"['LinkedIn_Ad_Click', 'No_Conversion']",0
L007507,,,Automotive,LATAM,Automotive Ethernet,Event,"['Whitepaper_Download_5G_Test', 'Application_Engineer_Call', 'No_Conversion']",0
L007508,Kenji Anders,Raytheon GmbH,Electronics,LATAM,Oscilloscopes,,"['Website_Product_Page', 'PathWave_Trial_Request', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'IMS_Badge_Scan', 'IMS_Badge_Scan', 'DesignCon_Booth_Visit', 'DesignCon_Booth_Visit', 'Loaner_Unit_Evaluation', 'Customer']",1
L007509,Ahmed Patel,,Automotive,,,Sales Outreach,"['LinkedIn_Ad_Click', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'LinkedIn_Ad_Click', 'LinkedIn_Ad_Click', 'PathWave_Trial_Request', 'Customer']",1
L007510,Hiroshi Johnson,,,LATAM,Oscilloscopes,Webinar,"['MQL', 'LinkedIn_Ad_Click', 'Keysight_Workshop_RF_Testing', 'Technical_Demo', 'Loaner_Unit_Evaluation', 'Lab_Integration_Discussion', 'Technical_Demo', 'Customer']",1
L007511,Chen Patel,Sony_Tech,Automotive,,,Webinar,"['LinkedIn_Ad_Click', 'Opportunity', 'Keysight_Workshop_RF_Testing', 'Technical_Demo', 'Customer']",1
L007512,Sofia Singh,,Electronics,,Oscilloscopes,Sales Outreach,"['Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'DesignCon_Booth_Visit', 'Loaner_Unit_Evaluation', 'Oscilloscope_Selector_Tool', 'Lab_Integration_Discussion', 'PathWave_Trial_Request', 'No_Conversion']",0
L007513,Chen Lee,,Semiconductor,,,Webinar,"['SQL', 'Keysight_University_Course', 'Keysight_Workshop_RF_Testing', 'Customer']",1
L007514,Hiroshi Johnson,Bosch GmbH,Automotive,APAC,Automotive Ethernet,LinkedIn,"['Whitepaper_Download_5G_Test', 'Keysight_Workshop_RF_Testing', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L007515,Laura Martinez,,Automotive,Europe,,Sales Outreach,"['Opportunity', 'Opportunity', 'No_Conversion']",0
L007516,Maria Martinez,Bosch,Semiconductor,LATAM,Oscilloscopes,,"['Keysight_University_Course', 'Keysight_Workshop_RF_Testing', 'MQL', 'No_Conversion']",0
L007517,Priya Singh,Bosch GmbH,,APAC,,,['Customer'],1
L007518,Kenji Johnson,Bosch_Tech,Automotive,Europe,PathWave Software,,"['MQL', 'Technical_Demo', 'Website_Product_Page', 'Oscilloscope_Selector_Tool', 'No_Conversion']",0
L007519,Sarah Lee,,,,Automotive Ethernet,Email Campaign,['Customer'],1
L007520,Maria Williams,,,APAC,5G Testbeds,Email Campaign,"['Keysight_University_Course', 'Whitepaper_Download_5G_Test', 'Keysight_Workshop_RF_Testing', 'Oscilloscope_Selector_Tool', 'PathWave_Trial_Request', 'Keysight_Workshop_RF_Testing', 'PathWave_Trial_Request', 'Customer']",1
L007521,Laura Williams,Bosch GmbH,Aerospace,North America,,Email Campaign,"['PathWave_Trial_Request', 'Website_Product_Page', 'Application_Engineer_Call', 'Keysight_Workshop_RF_Testing', 'Application_Engineer_Call', 'Lab_Integration_Discussion', 'PathWave_Trial_Request', 'Oscilloscope_Selector_Tool', 'Customer']",1
L007522,Maria Anders,Broad_Tech,Semiconductor,APAC,PathWave Software,LinkedIn,"['DesignCon_Booth_Visit', 'LinkedIn_Ad_Click', 'No_Conversion']",0
L007523,Michael Garcia,Bosch_Tech,,North America,,Webinar,"['PathWave_Trial_Request', 'SQL', 'PathWave_Trial_Request', 'Loaner_Unit_Evaluation', 'MQL', 'Customer']",1
L007524,Ravi Patel,Qualcomm GmbH,Automotive,,5G Testbeds,Email Campaign,"['Whitepaper_Download_5G_Test', 'Website_Product_Page', 'LinkedIn_Ad_Click', 'Customer']",1
L007525,Laura Singh,,,APAC,,Website,"['LinkedIn_Ad_Click', 'Opportunity', 'Oscilloscope_Selector_Tool', 'Application_Engineer_Call', 'No_Conversion']",0
L007526,Sarah Chen,,,APAC,,,"['Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'DesignCon_Booth_Visit', 'Loaner_Unit_Evaluation', 'Whitepaper_Download_5G_Test', 'MQL', 'No_Conversion']",0
L007527,Sarah Chen,Broadcom,,,,Sales Outreach,"['DesignCon_Booth_Visit', 'Technical_Demo', 'Customer']",1
L007528,Priya Johnson,Raytheon GmbH,Electronics,APAC,5G Testbeds,Webinar,"['Loaner_Unit_Evaluation', 'No_Conversion']",0
L007529,Michael Ito,Sony_Tech,Automotive,APAC,,Website,"['IMS_Badge_Scan', 'No_Conversion']",0
L007530,Ravi Williams,Infin_Tech,,,,Website,"['Technical_Demo', 'No_Conversion']",0
L007531,Laura Ito,NXP Semiconductors,Automotive,North America,Oscilloscopes,Sales Outreach,"['Technical_Demo', 'MQL', 'Website_Product_Page', 'Keysight_Workshop_RF_Testing', 'Keysight_Workshop_RF_Testing', 'MQL', 'Lab_Integration_Discussion', 'No_Conversion']",0
L007532,Kenji Lee,,Automotive,,,Event,['Customer'],1
L007533,Kenji Johnson,,,APAC,PathWave Software,LinkedIn,"['Website_Product_Page', 'AutoSens_Tech_Talk', 'PathWave_Trial_Request', 'Application_Engineer_Call', 'No_Conversion']",0
L007534,Sofia Martinez,Broad_Tech,Aerospace,APAC,,Webinar,['No_Conversion'],0
L007535,Maria Lee,Meta Connectivity Labs,Aerospace,,Automotive Ethernet,LinkedIn,"['Opportunity', 'Whitepaper_Download_5G_Test', 'LinkedIn_Ad_Click', 'Customer']",1
L007536,Hiroshi Chen,,Aerospace,North America,PathWave Software,Webinar,['Customer'],1
L007537,Priya Anders,,Telecom,North America,,,"['PathWave_Trial_Request', 'SQL', 'SQL', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L007538,Kenji Patel,Meta Connectivity Labs,,,Oscilloscopes,,"['MQL', 'Keysight_University_Course', 'SQL', 'Technical_Demo', 'Lab_Integration_Discussion', 'AutoSens_Tech_Talk', 'Customer']",1
L007539,Maria Martinez,,Telecom,LATAM,,Sales Outreach,"['Application_Engineer_Call', 'Opportunity', 'MQL', 'LinkedIn_Ad_Click', 'SQL', 'IMS_Badge_Scan', 'Keysight_Workshop_RF_Testing', 'SQL', 'Application_Engineer_Call', 'Customer']",1
L007540,Priya Patel,,,,Automotive Ethernet,,"['Technical_Demo', 'AutoSens_Tech_Talk', 'Technical_Demo', 'Keysight_University_Course', 'Lab_Integration_Discussion', 'Opportunity', 'Customer']",1
L007541,Laura Martinez,NXP Semiconductors GmbH,Aerospace,LATAM,5G Testbeds,LinkedIn,"['IMS_Badge_Scan', 'Lab_Integration_Discussion', 'MQL', 'Technical_Demo', 'Technical_Demo', 'DesignCon_Booth_Visit', 'Application_Engineer_Call', 'Customer']",1
L007542,Maria Johnson,,,,Oscilloscopes,LinkedIn,"['AutoSens_Tech_Talk', 'Loaner_Unit_Evaluation', 'Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'Website_Product_Page', 'DesignCon_Booth_Visit', 'No_Conversion']",0
L007543,Priya Martinez,Qualcomm,,North America,Automotive Ethernet,Webinar,"['SQL', 'MQL', 'Keysight_University_Course', 'No_Conversion']",0
L007544,Ahmed Martinez,Qualcomm GmbH,Electronics,Europe,Automotive Ethernet,,"['AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'Technical_Demo', 'Technical_Demo', 'No_Conversion']",0
L007545,,Bosch GmbH,Electronics,Europe,Automotive Ethernet,Email Campaign,['No_Conversion'],0
L007546,Laura Singh,Meta Connectivity Labs,Semiconductor,,Automotive Ethernet,Sales Outreach,"['Website_Product_Page', 'Opportunity', 'DesignCon_Booth_Visit', 'MQL', 'DesignCon_Booth_Visit', 'AutoSens_Tech_Talk', 'Keysight_University_Course', 'Keysight_University_Course', 'Keysight_University_Course', 'Customer']",1
L007547,Hiroshi Lee,,,LATAM,PathWave Software,Email Campaign,"['Keysight_University_Course', 'No_Conversion']",0
L007548,Daniel Garcia,Samsu_Tech,,North America,Oscilloscopes,Sales Outreach,"['MQL', 'Opportunity', 'PathWave_Trial_Request', 'Customer']",1
L007549,Ravi Martinez,Sony_Tech,Automotive,LATAM,Automotive Ethernet,LinkedIn,"['Technical_Demo', 'LinkedIn_Ad_Click', 'DesignCon_Booth_Visit', 'Application_Engineer_Call', 'IMS_Badge_Scan', 'PathWave_Trial_Request', 'LinkedIn_Ad_Click', 'Website_Product_Page', 'No_Conversion']",0
L007550,Sofia Garcia,,,APAC,,Webinar,['No_Conversion'],0
L007551,Priya Patel,Infin_Tech,,Europe,Oscilloscopes,Sales Outreach,"['Website_Product_Page', 'IMS_Badge_Scan', 'Whitepaper_Download_5G_Test', 'Loaner_Unit_Evaluation', 'No_Conversion']",0
L007552,Priya Martinez,Meta Connectivity Labs GmbH,Automotive,,,,"['Website_Product_Page', 'Keysight_University_Course', 'SQL', 'Oscilloscope_Selector_Tool', 'IMS_Badge_Scan', 'LinkedIn_Ad_Click', 'Opportunity', 'AutoSens_Tech_Talk', 'Keysight_Workshop_RF_Testing', 'No_Conversion']",0
L007553,Ahmed Martinez,Bosch,Telecom,North America,,Sales Outreach,"['Keysight_University_Course', 'LinkedIn_Ad_Click', 'Technical_Demo', 'Technical_Demo', 'Technical_Demo', 'Lab_Integration_Discussion', 'Keysight_University_Course', 'No_Conversion']",0
L007554,Kenji Lee,Meta Connectivity Labs GmbH,Telecom,Europe,,LinkedIn,"['Whitepaper_Download_5G_Test', 'SQL', 'Keysight_Workshop_RF_Testing', 'Technical_Demo', 'Customer']",1
L007555,Ravi Khan,NXPSe_Tech,Automotive,APAC,5G Testbeds,Email Campaign,"['Keysight_Workshop_RF_Testing', 'Loaner_Unit_Evaluation', 'LinkedIn_Ad_Click', 'AutoSens_Tech_Talk', 'Application_Engineer_Call', 'Loaner_Unit_Evaluation', 'SQL', 'Website_Product_Page', 'Customer']",1
L007556,Ahmed Tanaka,NXP Semiconductors GmbH,Automotive,Europe,,Event,"['SQL', 'No_Conversion']",0
L007557,Kenji Williams,Infineon GmbH,,Europe,Oscilloscopes,Website,"['Loaner_Unit_Evaluation', 'Opportunity', 'Keysight_University_Course', 'Customer']",1
L007558,Ravi Johnson,NXP Semiconductors,Electronics,North America,,Event,"['Keysight_University_Course', 'No_Conversion']",0
L007559,Sarah Williams,NXP Semiconductors,Semiconductor,North America,,Email Campaign,"['IMS_Badge_Scan', 'DesignCon_Booth_Visit', 'Application_Engineer_Call', 'Opportunity', 'AutoSens_Tech_Talk', 'No_Conversion']",0
L007560,Hiroshi Singh,Tesla Energy GmbH,Automotive,Europe,5G Testbeds,Email Campaign,"['Whitepaper_Download_5G_Test', 'DesignCon_Booth_Visit', 'Loaner_Unit_Evaluation', 'SQL', 'IMS_Badge_Scan', 'Technical_Demo', 'No_Conversion']",0
L007561,Ahmed Martinez,Infineon GmbH,Telecom,APAC,,Sales Outreach,"['Oscilloscope_Selector_Tool', 'Website_Product_Page', 'Oscilloscope_Selector_Tool', 'Loaner_Unit_Evaluation', 'AutoSens_Tech_Talk', 'Whitepaper_Download_5G_Test', 'Website_Product_Page', 'Customer']",1
L007562,Maria Khan,Qualcomm,Automotive,Europe,Automotive Ethernet,Email Campaign,"['LinkedIn_Ad_Click', 'Customer']",1
L007563,Sofia Khan,NXPSe_Tech,Semiconductor,LATAM,,,"['Keysight_University_Course', 'Customer']",1
L007564,Maria Lee,NXP Semiconductors GmbH,Telecom,Europe,,Event,"['DesignCon_Booth_Visit', 'DesignCon_Booth_Visit', 'Lab_Integration_Discussion', 'Website_Product_Page', 'No_Conversion']",0
